title,job_type,skills,company_name,company_description,address
Sr Mobile Dev React Native/iOS/Android,FULL_TIME,"React Native, Android, iOS",Gsoft,Công ty TNHH Phần mềm Hoàn Cầu (GSOFT),"235 Lý Thường Kiệt, Tan Binh, Ho Chi Minh"
".NET Developer ASP. NET, C#",FULL_TIME,"ASP.NET, C#, .NET",BBV Vietnam,"BBV Vietnam stands for top quality in consulting, first class software engineering"," ANNA Building, Quang Trung Software City,, District 12, Ho Chi Minh"
"Java Core Developer MySQL,Linux",FULL_TIME,"Java, MySQL, Linux",Gigatum Vietnam JSC,Gigatum VN là công ty công nghệ hàng đầu về thương mại trên điện thoại đi động với ứng dụng Clingme,"TNR Building, 54A Nguyen Chi Thanh, Lang Thuong, Dong Da, Ha Noi"
"Senior Web Dev OOP, MySQL,UI UX",FULL_TIME,"MySQL, OOP, UI-UX",Gigatum Vietnam JSC,Gigatum VN là công ty công nghệ hàng đầu về thương mại trên điện thoại đi động với ứng dụng Clingme,"TNR Building, 54A Nguyen Chi Thanh, Lang Thuong, Dong Da, Ha Noi"
"System Admin MySQL,Linux",FULL_TIME,"System Admin, MySQL, Linux",Gigatum Vietnam JSC,Gigatum VN là công ty công nghệ hàng đầu về thương mại trên điện thoại đi động với ứng dụng Clingme,"TNR Building, 54A Nguyen Chi Thanh, Lang Thuong, Dong Da, Ha Noi"
Senior React Native/NodeJS Developer,FULL_TIME,"React Native, NodeJS, ReactJS",Wonderlabs,Work with the leading technology company from Singapore!,"39 Le Thach Street, District 4, Ho Chi Minh"
"System Engineer Linux, Networking",FULL_TIME,"System Engineer, Linux, Networking",CASTIS Corp,CASTIS Corp has been sharing remarkable development & history of Korean digital broadcast service,"Vinaconex 9 Tower, Pham Hung, Nam Tu Liem, Ha Noi"
French Project Manager/ Business Analyst,FULL_TIME,"Project Manager, Product Manager, Business Analyst",Sutrix Solutions,An international software development company specializing in Web Application and Mobile Apps,"1  Bach Dang, Tan Binh, Ho Chi Minh"
03 Frontend Engineer Angular 2+,FULL_TIME,"AngularJS, HTML5, CSS", Go Game Vietnam Limited Liability Company,"If you love games, why not work at goGame?","62 Tran Quang Khai, Tan Dinh Ward, District 1, Ho Chi Minh"
"Automation QA/QC/Tester Java, Selenium",FULL_TIME,"QA QC, Java, Tester",Titan Technology Corporation,Titan Technology Corporation,"40 Lam Son Street, Ward 2, Tan Binh, Ho Chi Minh"
"02 Senior Java Developers Spring, SQL",FULL_TIME,"Java, SQL, Spring",Công ty Cổ phần TC Advisors,TCA là tổ chức đầu tiên làm tổng đại lý cho hệ thống các công ty bảo hiểm nhân thọ nổi tiếng,"Tầng 16, Tòa Nhà TNR, 180-192 Nguyễn Công Trứ, Phường Nguyễn Thái Bình, District 1, Ho Chi Minh"
"03 .NET Dev C#, MVC, Oracle",FULL_TIME,".NET, C#, MVC",Bảo hiểm VietinBank (VBI),Tổng Công Ty Bảo Hiểm Ngân Hàng TMCP Công Thương Việt Nam (VBI),"126 Doi Can, Ba Dinh, Ha Noi"
Technical Manager .NET/ MVC.NET Core,FULL_TIME,".NET, MVC, SQL",ASWHITE VIETNAM,"ASW Global - Australian-based company with offices across Vietnam, the Philippines and Malaysia.","Level 16 & 20 AB Tower, 76A Le Lai Street, Ben Thanh ward, District 1, Ho Chi Minh"
Senior Mobile Android/ iOS Devs Swift,FULL_TIME,"iOS, Android, Swift",EPAM,A leading global provider of digital platform engineering and software development services,"Floor 13, MB Sunny Tower, 259 Tran Hung Dao, Co Giang ward, District 1, Ho Chi Minh"
10 Developers Java/ C# .NET/ Python...,FULL_TIME,"Java, Python, C#",Usol Vietnam,Tạo cơ hội phát triển cho nguồn nhân lực trẻ tài năng của Việt Nam,"106  Hoang Quoc Viet, Nghia Do, Cau Giay, Ha Noi"
Backend Developer Golang/NodeJS,FULL_TIME,"Golang, NodeJS, .NET",Sendo.vn,Công ty Cổ phần Công nghệ Sen Đỏ - Đơn vị sở hữu sàn TMĐT hàng đầu Việt Nam,"29 Đường Tân Thuận (Tòa nhà FPT Tân Thuận), District 7, Ho Chi Minh"
Junior Web ASP.NET MVC Developer,FULL_TIME,"ASP.NET, C#, MVC",Cty TNHH TM và DV Tin Học Phần Mềm Vàng,Giải pháp quản lý ngành vàng bạc đá quý,"614 -616-618 đường 3/2 P14, Q10, District 10, Ho Chi Minh"
"Business Analyst WordPress, Magento",FULL_TIME,"Business Analyst, Wordpress, Magento", Coffeemug,"A dynamic, highly experienced team of Website Designers & Developers","E56 Đường Số 1, Khu dân cư Phước Kiển A, Nha Be, Ho Chi Minh"
"Senior devs ReactJS, NodeJS",FULL_TIME,"ReactJS, NodeJS, AWS",Template.net,"A global platform for templates, graphic designs  & documents with over 100 Million users worldwide.","Etown 2, 364 Cộng Hòa, Phường 13, Tân Bình, Hồ Chí Minh, Vietnam, Tan Binh, Ho Chi Minh"
System Admin Linux,FULL_TIME,"System Admin, Linux, DevOps",CodeComplete Viet Nam,CodeComplete Vietnam,"81 Quang Trung - Vietnam News Agency Building, Hai Chau, Da Nang"
06 Production Application Engineers,FULL_TIME,"Embedded, C++, C language",LG Development Center Vietnam,LG Vehicle Component Solutions Development Center Vietnam,"KCN Tràng Duệ, huyện An Dương, thuộc Khu kinh tế Đình Vũ – Cát Hải, TP. Hải Phòng, Not Available, Others"
Developer / Senior Developer Angular,FULL_TIME,"Angular, SQL, NodeJS",S3 Innovate Pte. Ltd.,"Smart, Secure, Sustainable","Ho Chi Minh, Not Available, Ho Chi Minh"
Unity Developer C# ,FULL_TIME,"Unity, C#, English",Vitalify Asia,Develop cool products (web/mobile) & AI data science.,"224A-224B  Dien Bien Phu, Ward 7, District 3, Ho Chi Minh"
Junior Database Administrator Oracle,FULL_TIME,"Database, Oracle",Codix,You would like to join a highly motivated team in a first class environment?,"364  Cong Hoa, Tan Binh, Ho Chi Minh"
02 Mid- Level Java Developers,FULL_TIME,"Java, AngularJS, JavaScript", Eastgate Software,"Eastgate Software, a Global Fortune 500 Strategic Partner","11 Thai Ha, Dong Da, Ha Noi"
UI-UX Designer Web,FULL_TIME,"Designer, HTML5, UI-UX",Công nghệ KT,Breakthrough solution for your print services store,"136 Hồ Tùng Mậu, toà R3 Goldmark City, Cau Giay, Ha Noi"
C++/C# Development Manager,FULL_TIME,"C++, C#, Manager",TIBCO Orchestra Networks Vietnam,"Global leader in Integration, API Management and Analytics  ","Diamond Flower building, 48 Le Van Luong, Nhan Chinh, Thanh Xuan, Ha Noi"
"02 Mid .NET Core Dev C#, MySQL",FULL_TIME,".NET, C#, ASP.NET", Eastgate Software,"Eastgate Software, a Global Fortune 500 Strategic Partner","11 Thai Ha, Dong Da, Ha Noi"
Lead Developer  NodeJS /ReactJS ,FULL_TIME,"NodeJS, ReactJS",Fonos,Fonos,"Số 48, Đường số 14, Khu dân cư Him Lam, Phường Tân Hưng, District 7, Ho Chi Minh"
"Mobile Developer iOS, Android, Swift",FULL_TIME,"iOS, Android, Swift",Quảng Ích,Công ty Cổ Phần Phần Mềm Quảng Ích,"46 LePARC by Gamuda, Công Viên Yên Sở, Hoang Mai, Ha Noi"
Chuyen vien cao cap/chinh Doi Moi So,FULL_TIME,"Blockchain, Project Manager, Business Analyst",Ngân hàng TMCP Tiên Phong | TPBank ,Ngân hàng Thương mại Cổ phần Tiên Phong (gọi tắt là “TPBank”) được thành lập từ ngày 05/05/2008,"57  Lý Thường Kiệt, Hoan Kiem, Ha Noi"
2 CVC/CVCC Van Hanh Ung Dung Linux/SQL,FULL_TIME,"Linux, SQL, Oracle",Ngân hàng TMCP Tiên Phong | TPBank ,Ngân hàng Thương mại Cổ phần Tiên Phong (gọi tắt là “TPBank”) được thành lập từ ngày 05/05/2008,"57  Lý Thường Kiệt, Hoan Kiem, Ha Noi"
Senior Backend Developers,FULL_TIME,"Java, Linux",Timo Vietnam,Timo Vietnam,"194 Pasteur, District 3, Ho Chi Minh"
QA Automation Engineer,FULL_TIME,"QA QC, English, Tester",AXON,AXON,"11 Doan Van Bo, District 4, Ho Chi Minh"
Ruby on Rails Devs JavaScript/MySQL,FULL_TIME,"Ruby on Rails, MySQL, JavaScript",DiCentral,A leading company in offering and consulting business management solution,"139 Pasteur, District 3, Ho Chi Minh"
Software Tester,FULL_TIME,"Tester, QA QC",Wisewires,Wisewires,"Floor 11th, Diamond Flower Tower, 48 Le Van Luong, Nhan Chinh, Thanh Xuan , Hanoi, Cau Giay, Ha Noi"
SeniorLead for Java/Apache/Mysql/PHP,FULL_TIME,"Java, JavaScript, PHP",Wonderlabs,Work with the leading technology company from Singapore!,"39 Le Thach Street, District 4, Ho Chi Minh"
"Wordpress Developer PHP, MySQL",FULL_TIME,"Wordpress, MySQL, PHP",Code Tot Jsc,CHUYÊN GIA VỀ WEBSITE CHẤT – ĐẸP,"P506, Talico Builiding, Số 22 Hồ Giám, Dong Da, Ha Noi"
"Junior Frontend Developer HTML, CSS",FULL_TIME,"HTML5, CSS, Java",Delist Vietnam JSC,Expand Your Business Worlwide,"Room 602 - 106 Ton Duc Thang Street, Dong Da, Ha Noi"
"Software DeveloperPHP,MySQL,JavaScript",FULL_TIME,"PHP, SQL, JavaScript",Cơ Khí Trường Vinh,Cơ Khí Trường Vinh,"12 Tạ Uyên, Phường 15, District 5, Ho Chi Minh"
"Frontend VueJS Dev JavaScript, HTML",FULL_TIME,"VueJS, HTML5, JavaScript",HighCommerce LLC,Go Far. Go Fast. Together.,"Tầng 13 - Tòa nhà ZEN TOWER, Số 12 đường Khuất Duy Tiến, Phường Thanh Xuân Trung, Thanh Xuan, Ha Noi"
"Backend NodeJS Dev MySQL, JavaScript",FULL_TIME,"NodeJS, MySQL, JavaScript",HighCommerce LLC,Go Far. Go Fast. Together.,"Tầng 13 - Tòa nhà ZEN TOWER, Số 12 đường Khuất Duy Tiến, Phường Thanh Xuân Trung, Thanh Xuan, Ha Noi"
Sr/Mid Java Dev Spring up to 2000,FULL_TIME,"Java, MySQL, Spring",ATI JSC,Sáng tạo với giải pháp đột phá,"MB Bank 63 Lê Văn Lương, HN , Cau Giay, Ha Noi"
Game Developer Unity- Up to 1000 ,FULL_TIME,"Unity, Games",Mobione,Công ty TNHH Công Nghệ Và Dịch Vụ Viễn Thông Mobione,"Tầng 4, toà nhà C'Land, 81 Lê Đức Thọ, Mỹ Đình 2, Nam Tu Liem, Ha Noi"
Business Analyst Agile,FULL_TIME,"Business Analyst, Agile, English",BBV Vietnam,"BBV Vietnam stands for top quality in consulting, first class software engineering"," ANNA Building, Quang Trung Software City,, District 12, Ho Chi Minh"
"Junior Backend Dev PHP, JavaScript",FULL_TIME,"PHP, JavaScript, Laravel",Macromill South East Asia Việt Nam,Vinaresearch - Top online research in Vietnam,"111 Ly Chinh Thang, District 3, Ho Chi Minh"
"BackEnd Developer Java,Spring,Oracle",FULL_TIME,"Java, SQL, Spring",WOWCNS VIETNAM,"WOWCNS Vietnam CO., LTD","Số 31 đường số 4 KDC Vạn Phúc City, phường Hiệp Bình Phước, Thu Duc, Ho Chi Minh"
"DevOps Linux, System Engineer, Admin",FULL_TIME,"DevOps, Linux, System Engineer",DIGI-TEXX VIETNAM,A Leading BPO Company in Vietnam | Transformation Happens Here | Digital Solutions,"Anna Building, Quang Trung Software City, District 12, Ho Chi Minh"
Senior Android Developer,FULL_TIME,"Android, OOP, iOS",Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),Let’s Challenge Together! And Update Yourself!,"Lotte Tower, 54 Lieu Giai, Ba Dinh, Ha Noi"
Senior iOS  Android Developer,FULL_TIME,"iOS, Android",PRINCETON ACADEMY,Fast growing edtech startup that helps Vietnamese kids to talk native English and think critically.,"458 Phố Minh Khai, Vinhomes Times City, Vinh Tuy, Hai Ba Trung, Ha Noi"
"Head of TechOps Digital Bank, Manager",FULL_TIME,"Manager, Team Leader, DevOps",The International Fintech,Building technology to revolutionise the Digital Banking with Cloud engineering.,"Lim Tower 3, 29A Nguyen Dinh Chieu, Dakao, District 1, Ho Chi Minh"
Tester,FULL_TIME,"Tester, English",ABIVIN,Big Data Analytics & Optimization Software,"12th floor, HCMCC Building - 381 Doi Can, Ba Dinh, Ha Noi"
"Java Developer Database, Java EE",FULL_TIME,"Java, Database, J2EE",MIC,Tổng công ty Cổ phần Bảo hiểm Quân đội,"229 Tây Sơn, Dong Da, Ha Noi"
"Fullstack Dev JavaScript, PHP, MySQL",FULL_TIME,"JavaScript, MySQL, PHP",Gulf Brokers Platinum,Gulf Brokers Platinum,"Tòa nhà WASECO, Số 10 Phổ Quang, Phường 2, Tan Binh, Ho Chi Minh"
"Wordpress Developer PHP, MySQL",FULL_TIME,"Wordpress, MySQL, PHP",Skywarrior Studios,Skywarrior Studios,"Tầng 6 Fimexco, 231-233 Lê Thánh Tôn, P. Bến Thành, District 1, Ho Chi Minh"
"Web Dev Ruby on Rails, JavaScript, SQL",FULL_TIME,"Ruby on Rails, SQL, JavaScript",Align Technology Vietnam,Align Technology,"Tầng 4, Phu My Hung Tower, 101 Tôn Dật Tiên, District 7, Ho Chi Minh"
"Web Developer PHP, Wordpress, Joomla",FULL_TIME,"PHP, Wordpress",Y Dược Hoa Việt,Y Dược Hoa Việt - Tinh hoa của đất Việt.,"P33.18 - C2 Vinhomes D’Capitale - 119 Trần Duy Hưng, Cau Giay, Ha Noi"
"Web Developer C#, .NET, SQL",FULL_TIME,"C#, SQL, .NET",Betaviet,.,"Tầng 8, Tòa nhà BETAVIET, Số 9A, Đường Thanh Liệt, Thanh Xuan, Ha Noi"
SAP Consultant,FULL_TIME,"SAP, SQL",VNEXT SOFTWARE,Công ty tư vấn phát triển phần mềm cho đối tác chủ yếu là Nhật Bản,"Tầng 18, tầng 19, Tháp C, Tòa Central Point, 219 Trung Kính, Cau Giay, Ha Noi"
Senior Data Scientist,FULL_TIME,"Java, Python, C language",Techcombank,Trở thành Ngân hàng tốt nhất và doanh nghiệp hàng đầu Việt Nam,"191 Bà Triệu, Hai Ba Trung, Ha Noi"
Senior Data Engineer,FULL_TIME,"Database, Agile, SQL",Techcombank,Trở thành Ngân hàng tốt nhất và doanh nghiệp hàng đầu Việt Nam,"191 Bà Triệu, Hai Ba Trung, Ha Noi"
Business Intelligence Specialist,FULL_TIME,"Database, Agile, Scala",Techcombank,Trở thành Ngân hàng tốt nhất và doanh nghiệp hàng đầu Việt Nam,"191 Bà Triệu, Hai Ba Trung, Ha Noi"
"JavaScript Dev React, VueJS, NodeJS",FULL_TIME,"JavaScript, SQL, NodeJS",Rem Corp Vietnam,"Make the ideal realized through WEB,  enrich people's lives","162 HSC Building, 162B Dien Bien Phu Street, Ward 6 , District 3, Ho Chi Minh"
"Developer  .NET, C# ",FULL_TIME,".NET, C#",YUBWIN,CÔNG TY CỔ PHẦN YUBWIN,"Lầu 08, tòa nhà Master Building, 41 – 43 Trần Cao Vân, phường 06, District 3, Ho Chi Minh"
"Developer  JavaScript, iOS, Android ",FULL_TIME,"JavaScript, Android, iOS",KIRARA SUPPORT,"Kirara Support Vietnam Co.,Ltd","Room 602, 6Fl., Indochina Plaza Hanoi, 241 Xuan Thuy Str., Dich Vong Hau Ward, Cau Giay, Ha Noi"
Fullstack Dev  NodeJS / Angular ,FULL_TIME,"NodeJS, ReactJS, Angular",WIZE-NET,WIZE-NET,"Tháp CEO đường Phạm Hùng, Mễ Trì Hạ, Mễ Trì, Bac Tu Liem, Ha Noi"
".NET Developer  iOS, Android ",FULL_TIME,".NET, Android, iOS",KIRARA SUPPORT,"Kirara Support Vietnam Co.,Ltd","Room 602, 6Fl., Indochina Plaza Hanoi, 241 Xuan Thuy Str., Dich Vong Hau Ward, Cau Giay, Ha Noi"
Senior Frontend Developer Angular,FULL_TIME,"Angular, HTML5",Contemi Vietnam,Contemi is a fast-growing brand providing IT system solutions to insurers in Asia and Scandinavia,"Tầng 6, Toà nhà PJICO Tower, 186 Điện Biên Phủ, District 3, Ho Chi Minh"
Junior QA Automation Engineer,FULL_TIME,"Python, Linux, QA QC",Deliveree On-Demand Logistics,"At Deliveree, we disrupt the logistics industry with technologies.","431 Hoàng Văn Thụ, Phường 4, Tân Bình, Hồ Chí Minh, Vietnam, Tan Binh, Ho Chi Minh"
"Python Reporting Engineer MySQL, Linux",FULL_TIME,"Python, MySQL, Linux",GeoTech,A location company providing custom location solutions to online gaming and broadcasting services,"56 Nguyễn Đình Chiểu, Đa Kao Ward, District 1, Ho Chi Minh"
Senior/ Architect Frontend Angular2+,FULL_TIME,"Angular, Software Architect, JavaScript",BBV Vietnam,"BBV Vietnam stands for top quality in consulting, first class software engineering"," ANNA Building, Quang Trung Software City,, District 12, Ho Chi Minh"
"5 Senior Frontend React Native,ReactJS",FULL_TIME,"React Native, JavaScript, ReactJS",The International Fintech,Building technology to revolutionise the Digital Banking with Cloud engineering.,"Lim Tower 3, 29A Nguyen Dinh Chieu, Dakao, District 1, Ho Chi Minh"
Developers/Agribank SM,FULL_TIME,"C++, JavaScript, C language","Lotte Data Communicaton Co., Ltd Vietnam",LOTTE Data Communications Company ,"31F, West Tower, Lotte Center, 54 Lieu Giai, Cong Vi Ward, Ba Dinh, Ha Noi"
IT Engineering,FULL_TIME,"ASP.NET, .NET",Viện Tim Tp. Hồ Chí Minh,Viện Tim Tp. Hồ Chí Minh,"04 Dương Quang Trung, Phường 12, District 10, Ho Chi Minh"
Business Analyst Junior/Senior,FULL_TIME,"Business Analyst, Agile, SQL",xspera APAC,Join xspera APAC today and be part of the digital world of tomorrow!,"3C Pho Quang, Ward 2, Tan Binh District, Ho Chi Minh City, Tan Binh, Ho Chi Minh"
"URGENT PHP Dev Wordpress, Laravel",FULL_TIME,"Wordpress, PHP, Laravel",Elisoft,A giant international mobile apps developers based in Vietnam,"415 Phan Xich Long, Phu Nhuan, Ho Chi Minh"
 Senior Java Developer Spring,FULL_TIME,"Java, Database, Spring",Công Ty TNHH Enjoyworks,"Công ty Enjoyworks có trụ sở chính tại Hàn Quốc, mở chi nhánh tại Đà Nẵng","Tầng 10 tòa nhà Vĩnh Trung Plaza 255-257 Hùng Vương-Phường Vĩnh Trung, Thanh Khe, Da Nang"
Giang vien lap trinh PHP/Java 1000-1500,FULL_TIME,"Java, PHP, Laravel",ITPlus Academy,ITPlus Academy,"Số 1 Hoàng Đạo Thúy, phường Nhân Chính, Thanh Xuan, Ha Noi"
5 Senior Frontend Developer JavaScript,FULL_TIME,"JavaScript, HTML5, CSS","Niteco Vietnam Co., Ltd",The Employer of Choice,"C'Land Tower, 156 Xa Dan 2, Dong Da, Ha Noi"
Senior Software Engineer Golang/Java,FULL_TIME,"Golang, Java",GHN,GHN is now in top 3 last-mile delivery service provider for e-commerce business in Vietnam,"3rd Floor, Rivera Park Building, 7/28 Thanh Thai, District 10, Ho Chi Minh"
"Sr. Java .Net Developer MVC, Spring",FULL_TIME,"Java, Oracle, .NET",Ngân Hàng TMCP Sài Gòn (SCB),Ngân Hàng TMCP Sài Gòn (SCB),"No. 19-21-23-25, Nguyen Hue Street, District 1, Ho Chi Minh"
"Developer C#, C++, SQL - Up to 2000 ",FULL_TIME,"SQL, C#, C++",Ewoosoft Vietnam,The core values that we pursue to maintain our identity of being The Brilliant Market Changer,"19 Duy Tan, Cau Giay, Ha Noi"
Senior PHP,FULL_TIME,"PHP, Team Leader, AWS",Beetsoft,"""Be Excellent Together”","Tầng 6, Tòa Nhà Mitec, KĐT mới Cầu Giấy, Cau Giay, Ha Noi"
"Frontend Dev CMS, HTTP, CSS upto 1500",FULL_TIME,"CSS, AngularJS, JavaScript",Beetsoft,"""Be Excellent Together”","Tầng 6, Tòa Nhà Mitec, KĐT mới Cầu Giấy, Cau Giay, Ha Noi"
Senior Technical Support Engineer ,FULL_TIME,"System Admin, System Engineer",Home Credit Vietnam ,Home Credit Vietnam Finance Company Limited ,"20 Nguyen Dang Giai, District 2, Ho Chi Minh"
Graphic Designer,FULL_TIME,"Designer, English",Homa Technologies JSC,Homa Technologies JSC,"Level 3, Mekong Tower, 235 Cong Hoa Street, Ward 13, Tan Binh, Ho Chi Minh"
Sr. Ruby on Rails Developer Javascript,FULL_TIME,"Ruby on Rails, MySQL, JavaScript",NFQ Asia (8bit Rockstars),NFQ Asia is part of the global NFQ Group. We help ambitious fast-moving international startups,"72 Lê Thánh Tôn, District 1, Ho Chi Minh"
.NET Engineer C#/Winform/WPF,FULL_TIME,".NET, MySQL, C#",YouNet,YouNet - The Leading Digital Transformation Group for Marketing powered by Social Intelligence,"70 Lu Gia, District 11, Ho Chi Minh"
.NET Developers - All level -Up to 1500,FULL_TIME,".NET, Agile, Database",CodeComplete Viet Nam,CodeComplete Vietnam,"81 Quang Trung - Vietnam News Agency Building, Hai Chau, Da Nang"
"Backend Developer Python,Database,AWS",FULL_TIME,"Python, Database, AWS",OLLI,Công Ty Cổ Phần Công nghệ OLLI,"96 Nguyễn Thị Minh Khai, Phường 6, District 3, Ho Chi Minh"
Gap - Java Dev Spring/J2EE upto 1500,FULL_TIME,"Java, J2EE, Spring",REVOTECH ,REVOTECH,"Tòa nhà Spring heirs số 9 ngõ 82 dịch vọng hậu, Cau Giay, Ha Noi"
"Database Developer SQL, .NET",FULL_TIME,"Database, SQL, .NET",Titan DMS ,Titan DMS is a leading developer and supplier of cloud based software solutions,"182 Lê Đại Hành, District 11, Ho Chi Minh"
Fullstack Developer ReactJS/NodeJS/PHP,FULL_TIME,"ReactJS, NodeJS, PHP",Applivi,LET’S MAKE SOMETHING THAT MATTERS.,"195 Điện Biên Phủ, Binh Thanh, Ho Chi Minh"
Mid/Sr ReactJS Developer - Upto 1800,FULL_TIME,"ReactJS, JavaScript, Angular",Saigon Technology Solutions,A fast growing software development company in Viet Nam,"2 Nguyen The Loc, Ward 12, Tan Binh, Ho Chi Minh"
"Senior C# Dev SQL, .NET up to 2000",FULL_TIME,"C#, SQL, .NET",InfoPlus,Công ty TNHH InfoPlus,"Tòa nhà Lucky building, 81 Trần Thái Tông, Dịch Vọng, Cau Giay, Ha Noi"
"Java Developers Spring, J2EE-All Level",FULL_TIME,"Java, J2EE, Spring",Sharework Corporation,"The Leading Company in BPO, Embedded and IT managed services","55-57 Bàu Cát 4, Phường 13, Tan Binh, Ho Chi Minh"
Senior iOS Developer,FULL_TIME,"Swift, Java, Kotlin",TymeGlobal,TymeGlobal is building multi-country digital banks with high-tech and high-touch solutions.,"HIU Tower, 215 Điện Biên Phủ, Phường 15, Binh Thanh, Ho Chi Minh"
8 PHP Backend Devs Python/WordPress,FULL_TIME,"PHP, Python, Wordpress",Propolife Việt Nam,"Hoạt động trong lĩnh vực BĐS, thiết kế web, và  lĩnh vực công nghệ thông tin","6 Lê Thánh Tôn, District 1, Ho Chi Minh"
Senior iOS Developer,FULL_TIME,"iOS, JSON, Swift",Dirox,A high quality Software Products and Websites Outsourcing company,"69 D2, Binh Thanh, Ho Chi Minh"
Mobile Developers React Native/Java,FULL_TIME,"React Native, Java, Kotlin",Thuocsi.vn,Our mission is to make it easy for pharmacies to research and order products.,"248A No Trang Long, Ward 12, Binh Thanh District, HCMC, District 10, Ho Chi Minh"
Automation Test Engineer,FULL_TIME,"Tester, English, QA QC",FPT Software,The leading provider of software outsourcing services in Vietnam,"FPT Cau Giay Building, Cau Giay, Ha Noi"
Senior ReactJS Developer JavaScript,FULL_TIME,"ReactJS, HTML5, JavaScript",FPT Software,The leading provider of software outsourcing services in Vietnam,"FPT Cau Giay Building, Cau Giay, Ha Noi"
"Backend Developers Java, NodeJS",FULL_TIME,"NodeJS, MySQL, Java",FPT Software,The leading provider of software outsourcing services in Vietnam,"FPT Cau Giay Building, Cau Giay, Ha Noi"
"Fullstack Developer .Net,VueJS,ReactJS",FULL_TIME,".NET, ReactJS, VueJS",DEVBLOCK VIETNAM,DevBlock is a software development agency comprised of high experienced engineers & project managers,"7th Floor, TTC Building, 253 Hoang Van Thu Street, Tan Binh, Ho Chi Minh"
Senior/ Lead Java Developers Spring,FULL_TIME,"Java, Spring, Cloud",EPAM,A leading global provider of digital platform engineering and software development services,"Floor 13, MB Sunny Tower, 259 Tran Hung Dao, Co Giang ward, District 1, Ho Chi Minh"
Backend Developer Python- Up to 1500,FULL_TIME,"Python, ERP",IZISOLUTION,IZISolution là đơn vị dẫn đầu trong việc thực thi số hóa tại các doanh nghiệp Việt Nam.,"Tầng 9, tòa nhà VMT, ngõ 82 Duy Tân, Cau Giay, Ha Noi"
5G Embedded Software Developer,FULL_TIME,"Embedded, C++, C language",DEK Technologies,An Australian outsourcing design company with experience in all aspects of project life cycle,"121 Le Loi, District 1, Ho Chi Minh"
Software Engineer  Golang ,FULL_TIME,"Golang, MySQL, PostgreSql","MONEY FORWARD VIETNAM CO.,LTD",Top Fintech company in Japan,"21Fl, ETown Central Building, 11 Doan Van Bo, District 4, Ho Chi Minh"
UI-UX Designer HTML5 Up to 1500,FULL_TIME,"UI-UX, HTML5, Designer",Foobla Vietnam ,"Foobla là công ty công nghệ: e-commerce, công cụ cung cấp data, insight thị trường","Tầng 6 tòa nhà Golden Field Mỹ Đình, 24 Nguyễn Cơ Thạch, Nam Tu Liem, Ha Noi"
"Dong Nai -Web Developer PHP, HTML5,CSS",FULL_TIME,"PHP, HTML5, CSS",Huge Win Media,"We Live, Think & Breathe Borderless eCommerce!","Lô 66, Hẻm 164 Đồng Khởi, Biên Hoà, Đồng Nai, Not Available, Others"
Senior Backend Developer AI product,FULL_TIME,"Python, Linux",ELSA,ELSA - World's leading AI app - A Unicorn in the making,"Binh Thanh, Binh Thanh, Ho Chi Minh"
"RD Developer DRM, C++",FULL_TIME,"C++, Python, C language",Thu Do Multimedia,"Nghiên cứu & sản xuất Mobile App, VAS Service, OTT Platform, Digital rights management (DRM)","01 Hoàng Đạo Thúy, Thanh Xuan, Ha Noi"
PHP developer PHP/ MySQL/ Linux,FULL_TIME,"PHP, MySQL, Linux",OCMG,FASHION STAR sẽ tạo nên một thế giới tốt đẹp thông qua việc giúp đỡ và chia sẻ yêu thương.,"212A2 Nguyễn Trãi, P.Nguyễn Cư Trinh, District 1, Ho Chi Minh"
"Back-end Developer NodeJS, JavaScript",FULL_TIME,"NodeJS, JavaScript",Thu Do Multimedia,"Nghiên cứu & sản xuất Mobile App, VAS Service, OTT Platform, Digital rights management (DRM)","01 Hoàng Đạo Thúy, Thanh Xuan, Ha Noi"
"React Native Developer iOS, Android",FULL_TIME,"React Native, Android, iOS",OCMG,FASHION STAR sẽ tạo nên một thế giới tốt đẹp thông qua việc giúp đỡ và chia sẻ yêu thương.,"212A2 Nguyễn Trãi, P.Nguyễn Cư Trinh, District 1, Ho Chi Minh"
"Backend Web Dev Javascript, HTML 5",FULL_TIME,"Java, HTML5, Spring",MintPot,Mintpot Việt Nam,"Tầng 2, Văn phòng TOONG, 241 Xuân Thủy, Cau Giay, Ha Noi"
"Senior Fullstack Java Developer, ",FULL_TIME,"Java, ReactJS",KMS Technology,"Agile, Innovative & Excellent Global Technology Company with deep roots in Vietnam","2/9 Street, Hai Chau, Da Nang"
Android Developer Java/Kotlin  1800,FULL_TIME,"Android, Java, Kotlin",Dr.JOY,Tạo nền tảng liên lạc giao tiếp nhằm góp phần nâng cao hiệu quả và tính an toàn y tế.,"Zone 3 và Zone 4, Tầng 16, tòa nhà Văn phòng 789, số 147 đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cau Giay, Ha Noi"
Business Analyst Junior Level,FULL_TIME,"Business Analyst, SQL, English",Bigin,Bigin is a software development company,"138 Truong Cong Dinh, Tan Binh, Ho Chi Minh"
IT Business Analyst,FULL_TIME,"MySQL, Python, Business Analyst",Home Credit Vietnam ,Home Credit Vietnam Finance Company Limited ,"20 Nguyen Dang Giai, District 2, Ho Chi Minh"
